"Time","Message","Severity"
"2021-05-03 01:10:16 PM","        ""displayName"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-05-03 01:10:16 PM","***","Information"
"2021-05-03 01:10:16 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:16 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:17 PM","***","Information"
"2021-05-03 01:10:17 PM","        ""displayName"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-05-03 01:10:17 PM","        ""displayName"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-05-03 01:10:17 PM","***","Information"
"2021-05-03 01:10:17 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:17 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:17 PM","***","Information"
"2021-05-03 01:10:17 PM","        ""displayName"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-05-03 01:10:17 PM","        ""displayName"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-05-03 01:10:17 PM","***","Information"
"2021-05-03 01:10:19 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:19 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:19 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:19 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:19 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:19 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:19 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:19 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:19 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:19 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:19 PM","              ""defaultValue"": ""https://envisionitdev.sharepoint.com/sites/Landing"",","Information"
"2021-05-03 01:10:19 PM","              ""defaultValue"": ""[parameters('Site Address')]"",","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:19 PM","              ""defaultValue"": ""35416f1d-f09b-4503-a8ed-106e11c7ea43"",","Information"
"2021-05-03 01:10:19 PM","              ""defaultValue"": ""[parameters('Sites List GUID')]"",","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:19 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-05-03 01:10:19 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:19 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:19 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:19 PM","              ""defaultValue"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-05-03 01:10:19 PM","              ""defaultValue"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:19 PM","              ""defaultValue"": ""https://envisionitdev.sharepoint.com/sites/Landing"",","Information"
"2021-05-03 01:10:19 PM","              ""defaultValue"": ""[parameters('Site Address')]"",","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:19 PM","              ""defaultValue"": ""35416f1d-f09b-4503-a8ed-106e11c7ea43"",","Information"
"2021-05-03 01:10:19 PM","              ""defaultValue"": ""[parameters('Sites List GUID')]"",","Information"
"2021-05-03 01:10:19 PM","***","Information"
"2021-05-03 01:10:20 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/azureautomation""","Information"
"2021-05-03 01:10:20 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/azureautomation')]""","Information"
"2021-05-03 01:10:20 PM","***","Information"
"2021-05-03 01:10:20 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-05-03 01:10:20 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-05-03 01:10:20 PM","***","Information"
"2021-05-03 01:10:20 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-05-03 01:10:20 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-05-03 01:10:20 PM","***","Information"
"2021-05-03 01:10:20 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/teams""","Information"
"2021-05-03 01:10:20 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/teams')]""","Information"
"2021-05-03 01:10:20 PM","***","Information"
"2021-05-03 01:10:20 PM","      ""location"": ""canadacentral"",","Information"
"2021-05-03 01:10:20 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-03 01:10:20 PM","***","Information"
"2021-05-03 01:10:20 PM","              ""defaultValue"": ""21b67df9-a804-45ea-9ebc-56ed397b806c"",","Information"
"2021-05-03 01:10:20 PM","              ""defaultValue"": ""[parameters('Divisions List GUID')]"",","Information"
"2021-05-03 01:10:20 PM","***","Information"
"2021-05-03 01:10:20 PM","              ""defaultValue"": ""pcarson@envisionitdev.onmicrosoft.com"",","Information"
"2021-05-03 01:10:20 PM","              ""defaultValue"": ""[parameters('SiteCollectionAdministrator')]"",","Information"
"2021-05-03 01:10:20 PM","***","Information"
"2021-05-03 01:10:20 PM","              ""defaultValue"": ""https://envisionitdev.sharepoint.com/sites/Landing"",","Information"
"2021-05-03 01:10:20 PM","              ""defaultValue"": ""[parameters('Site Address')]"",","Information"
"2021-05-03 01:10:20 PM","***","Information"
"2021-05-03 01:10:20 PM","              ""defaultValue"": ""35416f1d-f09b-4503-a8ed-106e11c7ea43"",","Information"
"2021-05-03 01:10:20 PM","              ""defaultValue"": ""[parameters('Sites List GUID')]"",","Information"
"2021-05-03 01:10:20 PM","***","Information"
"2021-05-03 01:10:20 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-05-03 01:10:20 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-05-03 01:10:20 PM","***","Information"
"2021-05-03 01:10:20 PM","                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-05-03 01:10:20 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-05-03 01:10:20 PM","***","Information"
"2021-05-03 01:10:21 PM","Done!","Information"
"2021-05-13 09:45:16 PM","Start!","Information"
"2021-05-13 09:46:16 PM","Start!","Information"
"2021-05-13 09:46:44 PM","Exporting individual resources...","Information"
"2021-05-13 09:46:45 PM","Exporting individual ARM Template for Application Insights Smart Detection","Information"
"2021-05-13 09:46:45 PM","Exporting individual ARM Template for wwwdev-cms.extranetusermanager.com-publish","Information"
"2021-05-13 09:46:46 PM","Exporting individual ARM Template for wwwdev-event-registration","Information"
"2021-05-13 09:46:48 PM","Exporting individual ARM Template for wwwdev-gated-content","Information"
"2021-05-13 09:46:48 PM","Exporting individual ARM Template for wwwdev-lookup-crm-email","Information"
"2021-05-13 09:46:49 PM","Exporting individual ARM Template for wwwdev.extranetusermanager.com-sign-in","Information"
"2021-05-13 09:46:50 PM","Exporting individual ARM Template for commondataservice","Information"
"2021-05-13 09:46:51 PM","Exporting individual ARM Template for office365","Information"
"2021-05-13 09:46:52 PM","Exporting individual ARM Template for sharepointonline","Information"
"2021-05-13 09:46:53 PM","            ""location"": ""Global"",","Information"
"2021-05-13 09:46:53 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:46:53 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:46:53 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:46:53 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:46:53 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-05-13 09:46:53 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:46:53 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-05-13 09:46:53 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:46:53 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/commondataservice""","Information"
"2021-05-13 09:46:53 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/commondataservice')]""","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:46:53 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","                                    ""location"": ""Microsoft Teams Meeting"",","Information"
"2021-05-13 09:46:53 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/commondataservice""","Information"
"2021-05-13 09:46:53 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/commondataservice')]""","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-05-13 09:46:53 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-05-13 09:46:53 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:46:53 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/commondataservice""","Information"
"2021-05-13 09:46:53 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/commondataservice')]""","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-05-13 09:46:53 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-05-13 09:46:53 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-05-13 09:46:53 PM","***","Information"
"2021-05-13 09:46:53 PM","Done!","Information"
"2021-05-13 09:49:42 PM","Start!","Information"
"2021-05-13 09:50:00 PM","Exporting individual resources...","Information"
"2021-05-13 09:50:01 PM","Exporting individual ARM Template for Application Insights Smart Detection","Information"
"2021-05-13 09:50:02 PM","Exporting individual ARM Template for wwwdev-cms.extranetusermanager.com-publish","Information"
"2021-05-13 09:50:02 PM","Exporting individual ARM Template for wwwdev-event-registration","Information"
"2021-05-13 09:50:03 PM","Exporting individual ARM Template for wwwdev-gated-content","Information"
"2021-05-13 09:50:05 PM","Exporting individual ARM Template for wwwdev-lookup-crm-email","Information"
"2021-05-13 09:50:05 PM","Exporting individual ARM Template for wwwdev.extranetusermanager.com-sign-in","Information"
"2021-05-13 09:50:06 PM","Exporting individual ARM Template for commondataservice","Information"
"2021-05-13 09:50:07 PM","Exporting individual ARM Template for office365","Information"
"2021-05-13 09:50:07 PM","Exporting individual ARM Template for sharepointonline","Information"
"2021-05-13 09:50:09 PM","            ""location"": ""Global"",","Information"
"2021-05-13 09:50:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:50:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:50:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:50:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:50:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-05-13 09:50:09 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:50:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-05-13 09:50:09 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:50:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/commondataservice""","Information"
"2021-05-13 09:50:09 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/commondataservice')]""","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:50:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","                                    ""location"": ""Microsoft Teams Meeting"",","Information"
"2021-05-13 09:50:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/commondataservice""","Information"
"2021-05-13 09:50:09 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/commondataservice')]""","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-05-13 09:50:09 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-05-13 09:50:09 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:50:09 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/commondataservice""","Information"
"2021-05-13 09:50:09 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/commondataservice')]""","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-05-13 09:50:09 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-05-13 09:50:09 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-05-13 09:50:09 PM","***","Information"
"2021-05-13 09:50:09 PM","Done!","Information"
"2021-05-13 09:54:08 PM","Start!","Information"
"2021-05-13 09:54:26 PM","Exporting individual resources...","Information"
"2021-05-13 09:54:27 PM","Exporting individual ARM Template for Application Insights Smart Detection","Information"
"2021-05-13 09:54:42 PM","Exporting individual ARM Template for wwwdev-cms.extranetusermanager.com-publish","Information"
"2021-05-13 09:55:22 PM","Exporting individual ARM Template for wwwdev-event-registration","Information"
"2021-05-13 09:56:37 PM","Start!","Information"
"2021-05-13 09:57:02 PM","Exporting individual resources...","Information"
"2021-05-13 09:57:03 PM","Exporting individual ARM Template for Application Insights Smart Detection","Information"
"2021-05-13 09:57:04 PM","Exporting individual ARM Template for wwwdev-cms.extranetusermanager.com-publish","Information"
"2021-05-13 09:57:05 PM","Exporting individual ARM Template for wwwdev-event-registration","Information"
"2021-05-13 09:57:06 PM","Exporting individual ARM Template for wwwdev-gated-content","Information"
"2021-05-13 09:57:07 PM","Exporting individual ARM Template for wwwdev-lookup-crm-email","Information"
"2021-05-13 09:57:08 PM","Exporting individual ARM Template for wwwdev.extranetusermanager.com-sign-in","Information"
"2021-05-13 09:57:09 PM","Exporting individual ARM Template for commondataservice","Information"
"2021-05-13 09:57:10 PM","Exporting individual ARM Template for office365","Information"
"2021-05-13 09:57:11 PM","Exporting individual ARM Template for sharepointonline","Information"
"2021-05-13 09:57:13 PM","            ""location"": ""Global"",","Information"
"2021-05-13 09:57:13 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:57:13 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:57:13 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:57:13 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:57:13 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-05-13 09:57:13 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:57:13 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-05-13 09:57:13 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:57:13 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/commondataservice""","Information"
"2021-05-13 09:57:13 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/commondataservice')]""","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:57:13 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","                                    ""location"": ""Microsoft Teams Meeting"",","Information"
"2021-05-13 09:57:13 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/commondataservice""","Information"
"2021-05-13 09:57:13 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/commondataservice')]""","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
"2021-05-13 09:57:13 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/office365')]""","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/sharepointonline""","Information"
"2021-05-13 09:57:13 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/sharepointonline')]""","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","            ""location"": ""canadacentral"",","Information"
"2021-05-13 09:57:13 PM","""location"": ""[resourceGroup().location]"",","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/commondataservice""","Information"
"2021-05-13 09:57:13 PM","""id"": ""[concat('/subscriptions/', subscription().subscriptionId, '/providers/Microsoft.Web/locations/', resourceGroup().location, '/managedApis/commondataservice')]""","Information"
"2021-05-13 09:57:13 PM","***","Information"
"2021-05-13 09:57:13 PM","                                ""id"": ""/subscriptions/b906693c-5167-4a56-bbf3-b56142ee7219/providers/Microsoft.Web/locations/canadacentral/managedApis/office365""","Information"
